,UnitID,Species,Collection_Locale,DateCollected,AssociatedMedia
1160,CAM016049,Heliconius erato ssp. notabilis x lativitta,Km37 SanFcoDeLlandia Km3.3,2009519,"https://zenodo.org/record/3082688/files/CAM016049_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016049_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016049_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016049_d.JPG"
1161,CAM016051,Heliconius erato ssp. notabilis x lativitta,Km37 SanFcoDeLlandia Km3.3,2009519,"https://zenodo.org/record/3082688/files/CAM016051_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016051_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016051_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016051_d.JPG"
1162,CAM016052,Heliconius erato ssp. notabilis x lativitta,Km37 SanFcoDeLlandia Km3.3,2009519,"https://zenodo.org/record/3082688/files/CAM016052_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016052_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016052_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016052_d.JPG"
1163,CAM016053,Heliconius erato ssp. notabilis x lativitta,Km37 SanFcoDeLlandia Km3.3,2009519,"https://zenodo.org/record/3082688/files/CAM016053_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016053_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016053_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016053_d.JPG"
1164,CAM016054,Heliconius erato ssp. notabilis x lativitta,Km37 SanFcoDeLlandia Km3.3,2009519,"https://zenodo.org/record/1247307/files/CAM016054_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016054_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016054_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016054_v.JPG"
1165,CAM016055,Heliconius melpomene ssp. plesseni x malleti,Km37 SanFcoDeLlandia Km3.3,2009519,"https://zenodo.org/record/1247307/files/CAM016055_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016055_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016055_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016055_v.JPG"
1166,CAM016066,Heliconius melpomene ssp. plesseni x malleti,Km19 Colonia Llandia Km1.2,2009520,"https://zenodo.org/record/3082688/files/CAM016066_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016066_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016066_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016066_v.JPG"
1167,CAM016073,Heliconius melpomene ssp. plesseni,Km19 Colonia Llandia Km1.2,2009520,"https://zenodo.org/record/3082688/files/CAM016073_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016073_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016073_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016073_v.JPG"
1168,CAM016079,Heliconius erato ssp. notabilis x lativitta,Km19 Colonia Llandia 2,2009520,"https://zenodo.org/record/1247307/files/CAM016079_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016079_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016079_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016079_v.JPG"
1169,CAM016082,Heliconius melpomene ssp. plesseni,Km19 Colonia Llandia 2,2009520,"https://zenodo.org/record/1247307/files/CAM016082_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016082_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016082_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016082_v.JPG"
1170,CAM016084,Heliconius melpomene ssp. plesseni x malleti,Km18 Comuna SanPablo,2009521,"https://zenodo.org/record/1247307/files/CAM016084_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016084_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016084_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016084_v.JPG"
1171,CAM016087,Heliconius melpomene ssp. plesseni x malleti,Km18 Comuna SanPablo,2009521,"https://zenodo.org/record/1247307/files/CAM016087_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016087_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016087_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016087_v.JPG"
1172,CAM016088,Heliconius erato ssp. notabilis x lativitta,Km18 Comuna SanPablo,2009521,"https://zenodo.org/record/3082688/files/CAM016088_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016088_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016088_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016088_v.JPG"
1173,CAM016089,Heliconius melpomene ssp. plesseni x malleti,Km18 Comuna SanPablo,2009521,"https://zenodo.org/record/3082688/files/CAM016089_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016089_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016089_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016089_d.JPG"
1174,CAM016091,Heliconius erato ssp. notabilis x lativitta,Km18 Comuna SanPablo,2009521,"https://zenodo.org/record/1247307/files/CAM016091_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016091_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016091_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016091_d.JPG"
1175,CAM016092,Heliconius melpomene ssp. plesseni x malleti,Km18 Comuna SanPablo,2009521,"https://zenodo.org/record/3082688/files/CAM016092_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016092_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016092_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016092_d.JPG"
1176,CAM016094,Heliconius erato ssp. notabilis x lativitta,Km18 Comuna SanPablo,2009521,"https://zenodo.org/record/3082688/files/CAM016094_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016094_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016094_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016094_d.JPG"
1177,CAM016096,Heliconius erato ssp. notabilis x lativitta,Km18 Comuna SanPablo,2009521,"https://zenodo.org/record/3082688/files/CAM016096_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016096_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016096_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016096_v.JPG"
1178,CAM016097,Heliconius melpomene ssp. plesseni x malleti,Km18 Comuna SanPablo,2009521,"https://zenodo.org/record/3082688/files/CAM016097_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016097_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016097_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016097_d.JPG"
1179,CAM016098,Heliconius melpomene ssp. plesseni x malleti,Km18 Comuna SanPablo,2009521,"https://zenodo.org/record/1247307/files/CAM016098_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016098_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016098_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016098_d.JPG"
1180,CAM016099,Heliconius erato ssp. notabilis x lativitta,Km18 Comuna SanPablo,2009521,"https://zenodo.org/record/1247307/files/CAM016099_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016099_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016099_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016099_v.JPG"
1181,CAM016100,Heliconius melpomene ssp. plesseni x malleti,Km18 Comuna SanPablo,2009521,"https://zenodo.org/record/1247307/files/CAM016100_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016100_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016100_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016100_d.JPG"
1182,CAM016102,Heliconius erato ssp. notabilis x lativitta,Fátima-Jatun Paccha Km1.6,2009522,"https://zenodo.org/record/1247307/files/CAM016102_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016102_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016102_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016102_d.JPG"
1183,CAM016105,Heliconius erato ssp. notabilis x lativitta,Fátima-Jatun Paccha Km1.6,2009522,"https://zenodo.org/record/3082688/files/CAM016105_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016105_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016105_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016105_d.JPG"
1184,CAM016110,Heliconius erato ssp. notabilis x lativitta,Fátima-Jatun Paccha Km11.7,2009522,"https://zenodo.org/record/1247307/files/CAM016110_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016110_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016110_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016110_d.JPG"
1185,CAM016111,Heliconius melpomene ssp. plesseni x malleti,Fátima-Jatun Paccha Km11.7,2009522,"https://zenodo.org/record/3082688/files/CAM016111_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016111_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016111_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016111_v.JPG"
1186,CAM016112,Heliconius erato ssp. notabilis x lativitta,Fátima-Jatun Paccha Km11.7,2009522,"https://zenodo.org/record/1247307/files/CAM016112_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016112_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016112_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016112_d.JPG"
1187,CAM016114,Heliconius erato ssp. notabilis x lativitta,Vía Colonia JuanDeVelasco Km1,2009523,"https://zenodo.org/record/3082688/files/CAM016114_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016114_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016114_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016114_v.JPG"
1188,CAM016115,Heliconius erato ssp. notabilis x lativitta,Vía Colonia JuanDeVelasco Km1,2009523,"https://zenodo.org/record/1247307/files/CAM016115_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016115_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016115_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016115_d.JPG"
1189,CAM016121,Heliconius erato ssp. notabilis x lativitta,Vía Colonia JuanDeVelasco Km1,2009523,"https://zenodo.org/record/1247307/files/CAM016121_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016121_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016121_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016121_d.JPG"
1190,CAM016124,Heliconius erato ssp. notabilis x lativitta,Vía Colonia JuanDeVelasco Km1,2009523,"https://zenodo.org/record/3082688/files/CAM016124_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016124_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016124_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016124_d.JPG"
1191,CAM016128,Heliconius erato ssp. notabilis x lativitta,Sendero Colonia JuanDeVelasco,2009523,"https://zenodo.org/record/3082688/files/CAM016128_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016128_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016128_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016128_d.JPG"
1192,CAM016129,Heliconius erato ssp. notabilis x lativitta,Sendero Colonia JuanDeVelasco,2009523,"https://zenodo.org/record/1247307/files/CAM016129_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016129_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016129_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016129_v.JPG"
1193,CAM016138,Heliconius erato ssp. notabilis x lativitta,Sendero Colonia JuanDeVelasco,2009523,"https://zenodo.org/record/3082688/files/CAM016138_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016138_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016138_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016138_d.JPG"
1194,CAM016139,Heliconius erato ssp. notabilis x lativitta,Sendero Colonia JuanDeVelasco,2009523,"https://zenodo.org/record/1247307/files/CAM016139_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016139_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016139_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016139_d.JPG"
1195,CAM016140,Heliconius erato ssp. notabilis x lativitta,Sendero Colonia JuanDeVelasco,2009523,"https://zenodo.org/record/3082688/files/CAM016140_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016140_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016140_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016140_v.JPG"
1196,CAM016144,Heliconius melpomene ssp. malleti,Vía Triunfo-Villano-Parahua,2009524,"https://zenodo.org/record/1247307/files/CAM016144_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016144_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016144_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016144_d.JPG ,
https://zenodo.org/record/2552371/files/16144v2.JPG ,
https://zenodo.org/record/2552371/files/16144d.JPG ,
https://zenodo.org/record/2552371/files/16144v.JPG"
1197,CAM016145,Heliconius erato ssp. notabilis x lativitta,Vía Triunfo-Villano-Parahua,2009524,"https://zenodo.org/record/3082688/files/CAM016145_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016145_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016145_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016145_d.JPG"
1198,CAM016146,Heliconius erato ssp. notabilis x lativitta,Sendero vía Arajuno Km37,2009524,"https://zenodo.org/record/3082688/files/CAM016146_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016146_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016146_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016146_d.JPG"
1199,CAM016147,Heliconius erato ssp. notabilis x lativitta,Sendero vía Arajuno Km37,2009524,"https://zenodo.org/record/1247307/files/CAM016147_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016147_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016147_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016147_d.JPG"
1200,CAM016148,Heliconius erato ssp. notabilis x lativitta,Sendero vía Arajuno Km37,2009524,"https://zenodo.org/record/1247307/files/CAM016148_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016148_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016148_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016148_v.JPG"
1201,CAM016149,Heliconius erato ssp. notabilis x lativitta,Sendero vía Arajuno Km37,2009524,"https://zenodo.org/record/3082688/files/CAM016149_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016149_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016149_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016149_v.JPG"
1202,CAM016150,Heliconius erato ssp. notabilis x lativitta,Colonia 4deAgosto,2009525,"https://zenodo.org/record/3082688/files/CAM016150_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016150_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016150_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016150_v.JPG"
1203,CAM016151,Heliconius erato ssp. notabilis x lativitta,Colonia 4deAgosto,2009525,"https://zenodo.org/record/3082688/files/CAM016151_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016151_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016151_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016151_d.JPG"
1204,CAM016162,Heliconius erato ssp. notabilis x lativitta,Vía Colonia 4deAgosto 1,2009526,"https://zenodo.org/record/1247307/files/CAM016162_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016162_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016162_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016162_v.JPG"
1205,CAM016163,Heliconius erato ssp. notabilis x lativitta,Vía Colonia 4deAgosto 1,2009526,"https://zenodo.org/record/1247307/files/CAM016163_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016163_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016163_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016163_v.JPG"
1206,CAM016164,Heliconius erato ssp. notabilis x lativitta,Vía Colonia 4deAgosto 1,2009526,"https://zenodo.org/record/3082688/files/CAM016164_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016164_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016164_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016164_v.JPG"
1207,CAM016167,Heliconius erato ssp. notabilis x lativitta,Vía Colonia 4deAgosto Km8.2,2009526,"https://zenodo.org/record/1247307/files/CAM016167_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016167_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016167_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016167_d.JPG"
1208,CAM016168,Heliconius erato ssp. notabilis x lativitta,Vía Colonia 4deAgosto Km8.2,2009526,"https://zenodo.org/record/1247307/files/CAM016168_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016168_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016168_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016168_d.JPG"
1209,CAM016169,Heliconius erato ssp. notabilis x lativitta,Vía Colonia 4deAgosto Km8.2,2009526,"https://zenodo.org/record/3082688/files/CAM016169_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016169_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016169_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016169_d.JPG"
1210,CAM016170,Heliconius erato ssp. notabilis x lativitta,Vía Colonia 4deAgosto Km8.2,2009526,"https://zenodo.org/record/1247307/files/CAM016170_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016170_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016170_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016170_v.JPG"
1211,CAM016171,Heliconius erato ssp. notabilis x lativitta,Vía Colonia 4deAgosto Km8.2,2009526,"https://zenodo.org/record/3082688/files/CAM016171_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016171_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016171_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016171_d.JPG"
1212,CAM016172,Heliconius erato ssp. notabilis x lativitta,Vía Colonia 4deAgosto Km8.2,2009526,"https://zenodo.org/record/1247307/files/CAM016172_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016172_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016172_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016172_d.JPG"
1213,CAM016173,Heliconius timareta ssp. ssp.nov.P,Colonia 4deAgosto,2009526,"https://zenodo.org/record/3082688/files/CAM016173_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016173_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016173_d.JPG ,
https://zenodo.org/record/2552371/files/16173d.JPG ,
https://zenodo.org/record/1247307/files/CAM016173_d.JPG ,
https://zenodo.org/record/2552371/files/16173v.JPG"
1214,CAM016174,Heliconius erato ssp. notabilis x lativitta,Colonia 4deAgosto,2009526,"https://zenodo.org/record/3082688/files/CAM016174_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016174_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016174_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016174_v.JPG"
1215,CAM016176,Heliconius erato ssp. notabilis x lativitta,Km43 Sendero Colonia SanVicente ,2009527,"https://zenodo.org/record/1247307/files/CAM016176_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016176_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016176_v.JPG ,
https://zenodo.org/record/1247307/files/CAM016176_v.JPG"
1216,CAM016177,Heliconius erato ssp. notabilis x lativitta,Km43 Sendero Colonia SanVicente ,2009527,"https://zenodo.org/record/3082688/files/CAM016177_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016177_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016177_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016177_v.JPG"
1217,CAM016178,Heliconius erato ssp. notabilis x lativitta,Km43 Sendero Colonia SanVicente ,2009527,"https://zenodo.org/record/1247307/files/CAM016178_d.JPG ,
https://zenodo.org/record/3082688/files/CAM016178_d.JPG ,
https://zenodo.org/record/1247307/files/CAM016178_v.JPG ,
https://zenodo.org/record/3082688/files/CAM016178_v.JPG"
